organisationunitid,organisationunitname,province_name,province_code,organisationunitcode,2015-06-27,2016-06-26,2017-06-26,2018-06-26,2019-06-27,2020-06-26,2021-06-26,2022-06-26,2023-06-27,2024-06-26,2025-06-26,2015-09-29,2016-09-28,2017-09-28,2018-09-28,2019-09-29,2020-09-28,2021-09-28,2022-09-28,2023-09-29,2024-09-28,2025-09-28,2015-04-25,2016-04-24,2017-04-25,2018-04-25,2019-04-25,2020-04-24,2021-04-25,2022-04-25,2023-04-25,2024-04-24,2025-04-25,2015-08-29,2016-08-28,2017-08-28,2018-08-28,2019-08-29,2020-08-28,2021-08-28,2022-08-28,2023-08-29,2024-08-28,2025-08-28,2016-03-25,2017-03-25,2018-03-26,2019-03-26,2020-03-25,2021-03-25,2022-03-26,2023-03-26,2024-03-25,2025-03-25,2016-02-24,2017-02-23,2018-02-24,2019-02-24,2020-02-24,2021-02-24,2022-02-24,2023-02-24,2024-02-24,2025-02-24,2015-05-26,2016-05-25,2017-05-26,2018-05-26,2019-05-26,2020-05-25,2021-05-26,2022-05-26,2023-05-26,2024-05-25,2025-05-26,2015-10-29,2016-10-28,2017-10-29,2018-10-29,2019-10-29,2020-10-28,2021-10-29,2022-10-29,2023-10-29,2024-10-28,2025-10-29,2016-01-26,2017-01-25,2018-01-26,2019-01-26,2020-01-26,2021-01-25,2022-01-26,2023-01-26,2024-01-26,2025-01-25,2015-11-28,2016-11-27,2017-11-28,2018-11-28,2019-11-28,2020-11-27,2021-11-28,2022-11-28,2023-11-28,2024-11-27,2025-11-28,2015-12-27,2016-12-27,2017-12-27,2018-12-27,2019-12-28,2020-12-27,2021-12-27,2022-12-27,2023-12-28,2024-12-27,2015-07-28,2016-07-27,2017-07-27,2018-07-28,2019-07-28,2020-07-27,2021-07-27,2022-07-28,2023-07-28,2024-07-27,2025-07-28
ewPc6zXy53n,603 HUMLA,6 Karnali Province,6,603,0,0,2.0,0,3.0,0,3.0,0,1.0,0,0,0,0,0,1.0,0,12.0,3.0,0,0,3.0,2.0,0,0,1.0,0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,5.0,0,0,1.0,7.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,3.0,1.0,4.0,3.0,8.0
HL5fSUsp2vJ,609 SALYAN,6 Karnali Province,6,609,0,1.0,4.0,2.0,2.0,0,10.0,7.0,7.0,1.0,2.0,0,0,0,0,0,0,2.0,6.0,2.0,5.0,4.0,0,0,0,0,0,2.0,0,3.0,0,0,0,6.0,2.0,4.0,2.0,1.0,3.0,5.0,21.0,4.0,3.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,2.0,0,0,8.0,2.0,0,0,0,0,4.0,0,0,0,0,1.0,0,3.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,9.0,8.0,34.0
Iqy9A4jXY9l,409 SYANGJA,4 Gandaki Province,4,409,3.0,37.0,29.0,23.0,26.0,20.0,20.0,20.0,27.0,31.0,40.0,14.0,55.0,63.0,13.0,30.0,30.0,30.0,49.0,27.0,13.0,21.0,3.0,0,2.0,15.0,12.0,3.0,4.0,7.0,19.0,8.0,16.0,10.0,50.0,44.0,25.0,42.0,45.0,19.0,66.0,27.0,29.0,39.0,1.0,3.0,9.0,3.0,0,7.0,6.0,0,3.0,4.0,0,0,0,0,0,1.0,2.0,2.0,0,0,10.0,10.0,21.0,44.0,17.0,29.0,20.0,10.0,8.0,10.0,36.0,0,16.0,9.0,6.0,22.0,9.0,10.0,11.0,4.0,9.0,8.0,0,0,5.0,0,0,0,0,13.0,0,0,2.0,1.0,1.0,1.0,7.0,4.0,9.0,0,0,3.0,3.0,0,0,5.0,0,0,0,0,0,0,0,30.0,66.0,33.0,38.0,31.0,23.0,24.0,59.0,31.0,31.0,145.0
tSE6ctwvZmP,303 RASUWA,3 Bagmati Province,3,303,2.0,8.0,0,1.0,2.0,1.0,4.0,1.0,3.0,8.0,3.0,7.0,2.0,0,0,1.0,1.0,4.0,0,5.0,2.0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,4.0,1.0,0,2.0,2.0,0,1.0,3.0,6.0,0,1.0,0,0,0,0,0,0,0,6.0,2.0,0,0,0,0,0,0,0,0,0,16.0,22.0,2.0,0,1.0,0,0,0,0,2.0,2.0,0,7.0,0,0,0,0,1.0,2.0,0,1.0,2.0,4.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,9.0,0,0,3.0,0,0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,11.0
RZxElQxEbZN,601 DOLPA,6 Karnali Province,6,601,0,0,0,0,2.0,0,0,0,1.0,1.0,0,0,0,0,0,0,3.0,0,1.0,2.0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,3.0,0,1.0,0,0,0,0,1.0,6.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0,0,4.0,0,0,0,0,0,1.0
HkwA8YQgJK6,706 DOTI,7 Sudurpashchim Province,7,706,3.0,6.0,8.0,7.0,1.0,13.0,5.0,5.0,6.0,8.0,0,1.0,2.0,3.0,5.0,0,10.0,2.0,2.0,0,4.0,0,0,2.0,3.0,0,0,3.0,0,0,2.0,0,2.0,1.0,9.0,4.0,3.0,6.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,0,3.0,2.0,0,0,9.0,0,4.0,1.0,0,0,0,0,0,0,0,0,6.0,2.0,1.0,4.0,6.0,0,6.0,2.0,1.0,0,3.0,2.0,0,3.0,4.0,2.0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,6.0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,2.0,4.0,4.0,15.0,2.0,3.0,17.0,0,0,6.0,8.0
j4HVtKmVtwQ,207 BARA,2 Madhesh Province,2,207,16.0,49.0,26.0,21.0,0,39.0,1.0,69.0,180.0,48.0,51.0,16.0,21.0,10.0,17.0,0,19.0,45.0,13.0,41.0,57.0,33.0,0,5.0,3.0,32.0,9.0,19.0,0,4.0,70.0,17.0,16.0,35.0,40.0,0,29.0,26.0,28.0,0,20.0,35.0,0,50.0,1.0,1.0,1.0,4.0,5.0,11.0,24.0,47.0,12.0,5.0,12.0,0,3.0,1.0,6.0,3.0,16.0,21.0,1.0,4.0,0,0,26.0,25.0,10.0,141.0,0,33.0,157.0,25.0,16.0,16.0,22.0,7.0,9.0,16.0,13.0,11.0,48.0,18.0,0,23.0,1.0,2.0,2.0,0,2.0,2.0,11.0,8.0,3.0,0,0,4.0,4.0,4.0,0,0,7.0,12.0,6.0,16.0,23.0,4.0,3.0,4.0,0,4.0,4.0,3.0,8.0,0,4.0,21.0,30.0,28.0,34.0,9.0,33.0,43.0,7.0,0,59.0,149.0
yP2GELa6inf,509 KAPILBASTU,5 Lumbini Province,5,509,13.0,3.0,55.0,29.0,0,6.0,0,0,1.0,2.0,0,3.0,59.0,45.0,0,1.0,4.0,0,0,0,0,3.0,0,1.0,14.0,8.0,0,5.0,6.0,0,0,0,0,5.0,84.0,49.0,0,1.0,77.0,0,0,0,0,2.0,0,10.0,4.0,0,7.0,0,0,0,0,1.0,0,9.0,4.0,0,0,3.0,0,14.0,0,0,2.0,2.0,21.0,21.0,1.0,5.0,0,0,0,6.0,0,0,37.0,30.0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,5.0,0,0,0,13.0,8.0,1.0,0,0,2.0,0,0,0,0,0,5.0,2.0,0,0,0,0,0,0,0,52.0,108.0,38.0,18.0,2.0,0,0,0,0,0,5.0
j0gE31YxwHQ,313 CHITWAN,3 Bagmati Province,3,313,34.0,255.0,12.0,16.0,20.0,5.0,25.0,11.0,15.0,13.0,22.0,25.0,1.0,8.0,7.0,9.0,6.0,9.0,38.0,14.0,7.0,2.0,9.0,0,15.0,1.0,8.0,1.0,2.0,8.0,4.0,3.0,4.0,19.0,18.0,18.0,18.0,11.0,6.0,2.0,7.0,13.0,9.0,4.0,0,6.0,0,0,5.0,2.0,2.0,0,5.0,3.0,4.0,0,0,0,6.0,2.0,0,7.0,2.0,1.0,52.0,17.0,10.0,9.0,30.0,16.0,16.0,6.0,12.0,13.0,26.0,10.0,1.0,6.0,1.0,8.0,3.0,2.0,0,5.0,8.0,0,10.0,0,5.0,0,1.0,0,0,2.0,0,3.0,0,0,8.0,0,3.0,2.0,3.0,3.0,4.0,4.0,0,8.0,1.0,0,0,1.0,2.0,0,16.0,1.0,0,18.0,24.0,16.0,11.0,27.0,7.0,8.0,39.0,9.0,13.0,28.0
bjS2Lp3tLxv,510 DANG,5 Lumbini Province,5,510,9.0,11.0,7.0,8.0,9.0,13.0,114.0,124.0,89.0,104.0,191.0,12.0,11.0,7.0,0,0,30.0,78.0,27.0,56.0,82.0,105.0,0,3.0,3.0,1.0,0,0,1.0,28.0,11.0,19.0,35.0,13.0,13.0,21.0,2.0,3.0,35.0,60.0,111.0,70.0,78.0,56.0,1.0,1.0,0,0,0,1.0,16.0,6.0,3.0,8.0,3.0,2.0,0,0,0,0,2.0,6.0,3.0,4.0,1.0,7.0,7.0,0,5.0,1.0,43.0,47.0,25.0,35.0,90.0,4.0,3.0,2.0,4.0,8.0,8.0,51.0,24.0,17.0,59.0,56.0,0,0,2.0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,1.0,3.0,1.0,9.0,2.0,4.0,4.0,19.0,0,0,0,0,2.0,0,8.0,2.0,0,1.0,0,6.0,18.0,3.0,17.0,62.0,72.0,85.0,131.0,132.0,384.0
elOK8Y2b3Qn,306 KATHMANDU,3 Bagmati Province,3,306,25.0,11.0,5.0,6.0,1.0,1.0,21.0,17.0,6.0,5.0,21.0,4.0,17.0,4.0,2.0,3.0,0,3.0,4.0,4.0,0,2.0,12.0,1.0,2.0,0,0,3.0,0,3.0,26.0,4.0,42.0,10.0,4.0,4.0,3.0,1.0,8.0,7.0,0,4.0,4.0,7.0,1.0,0,2.0,0,1.0,0,2.0,0,0,2.0,0,0,0,8.0,1.0,0,0,5.0,0,2.0,5.0,6.0,2.0,3.0,1.0,7.0,6.0,0,0,12.0,2.0,2.0,4.0,7.0,0,0,2.0,6.0,0,3.0,1.0,0,4.0,0,2.0,0,0,0,15.0,0,0,2.0,0,0,8.0,0,0,2.0,0,0,0,39.0,3.0,4.0,4.0,7.0,0,1.0,1.0,171.0,4.0,0,0,7.0,2.0,0,4.0,1.0,6.0,11.0,4.0,6.0,2.0,16.0
A3R7UT64jHf,206 RAUTAHAT,2 Madhesh Province,2,206,87.0,113.0,71.0,98.0,33.0,38.0,21.0,4.0,8.0,0,6.0,73.0,105.0,32.0,84.0,0,13.0,29.0,16.0,84.0,0,1.0,156.0,44.0,130.0,135.0,126.0,0,0,0,2.0,0,2.0,72.0,201.0,49.0,25.0,210.0,67.0,20.0,2.0,103.0,0,3.0,73.0,100.0,44.0,30.0,33.0,13.0,1.0,0,0,0,14.0,118.0,8.0,32.0,40.0,4.0,0,1.0,0,0,156.0,63.0,73.0,143.0,1.0,56.0,20.0,0,0,0,0,53.0,137.0,12.0,89.0,0,4.0,28.0,0,19.0,0,16.0,0,0,4.0,0,0,4.0,0,0,0,0,8.0,13.0,13.0,0,1.0,0,0,0,3.0,0,0,5.0,6.0,2.0,0,0,0,25.0,0,7.0,2.0,0,226.0,46.0,41.0,83.0,52.0,13.0,1.0,130.0,0,24.0
S8J6p6tGXNb,108 TERHATHUM,1 Koshi Province,1,108,2.0,2.0,2.0,5.0,1.0,1.0,0,1.0,7.0,8.0,3.0,0,2.0,11.0,5.0,2.0,33.0,1.0,2.0,4.0,0,0,4.0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,12.0,1.0,11.0,1.0,3.0,1.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,2.0,1.0,3.0,1.0,0,1.0,0,4.0,2.0,1.0,0,7.0,0,2.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,4.0,16.0,8.0,3.0,1.0,1.0,1.0,5.0,3.0,0,6.0
cMWLZfK0O4z,505 ARGHAKHANCHI,5 Lumbini Province,5,505,10.0,2.0,8.0,2.0,0,0,17.0,0,2.0,8.0,1.0,4.0,7.0,5.0,5.0,2.0,2.0,4.0,1.0,0,2.0,0,0,0,1.0,2.0,0,1.0,0,0,0,1.0,0,5.0,11.0,13.0,24.0,2.0,6.0,6.0,4.0,2.0,3.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,18.0,21.0,1.0,0,15.0,4.0,1.0,0,4.0,0,7.0,5.0,2.0,1.0,0,8.0,0,0,1.0,1.0,0,8.0,12.0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,7.0,0,4.0,0,0,0,0,0,0,2.0,28.0,21.0,8.0,2.0,17.0,1.0,3.0,14.0,3.0,5.0
ZULmwVN4Zfv,109 PANCHTHAR,1 Koshi Province,1,109,5.0,3.0,4.0,6.0,1.0,3.0,3.0,0,0,3.0,5.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,0,0,0,2.0,0,1.0,0,1.0,1.0,3.0,0,0,3.0,0,6.0,1.0,5.0,5.0,8.0,7.0,3.0,2.0,3.0,4.0,4.0,1.0,0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,0,0,1.0,2.0,2.0,1.0,1.0,0,1.0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,4.0,1.0,0,0,0,0,0,0,2.0,1.0,1.0,1.0,0,0,5.0,0,0,1.0,5.0,6.0,4.0,7.0,3.0,4.0,3.0,1.0,4.0,8.0
JH8RPnwv8kB,308 LALITPUR,3 Bagmati Province,3,308,4.0,10.0,0,3.0,0,3.0,0,0,2.0,4.0,4.0,8.0,0,0,3.0,3.0,1.0,0,0,2.0,2.0,0,2.0,1.0,0,1.0,1.0,1.0,0,0,0,1.0,0,12.0,3.0,2.0,2.0,1.0,0,0,1.0,2.0,2.0,3.0,0,0,0,0,4.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,2.0,0,0,8.0,6.0,0,1.0,1.0,0,0,1.0,2.0,2.0,2.0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,9.0,4.0,4.0,1.0,1.0,2.0,0,0,3.0,1.0,6.0
F5xI4hl77mT,508 RUPANDEHI,5 Lumbini Province,5,508,2.0,6.0,1.0,0,2.0,187.0,166.0,453.0,408.0,36.0,241.0,6.0,0,21.0,0,114.0,223.0,290.0,193.0,0,142.0,102.0,0,1.0,0,0,1.0,40.0,29.0,141.0,31.0,0,62.0,0,2.0,21.0,1.0,298.0,292.0,395.0,368.0,273.0,168.0,223.0,1.0,0,0,0,28.0,38.0,147.0,46.0,0,29.0,0,0,0,0,13.0,18.0,28.0,37.0,0,12.0,14.0,8.0,0,4.0,0,0,110.0,249.0,211.0,0,150.0,0,0,0,0,70.0,134.0,185.0,39.0,3.0,14.0,4.0,33.0,2.0,0,0,5.0,3.0,15.0,8.0,0,0,6.0,0,0,0,38.0,38.0,62.0,34.0,0,13.0,11.0,0,0,0,0,2.0,10.0,13.0,9.0,0,7.0,8.0,0,0,0,4.0,306.0,280.0,361.0,2.0,251.0,706.0
iqLM1XBMxyu,405 KASKI,4 Gandaki Province,4,405,34.0,52.0,50.0,56.0,72.0,78.0,42.0,31.0,63.0,11.0,35.0,40.0,77.0,58.0,68.0,51.0,67.0,66.0,28.0,22.0,60.0,13.0,6.0,7.0,14.0,6.0,16.0,8.0,4.0,10.0,4.0,3.0,10.0,43.0,79.0,57.0,94.0,56.0,93.0,60.0,17.0,27.0,5.0,21.0,8.0,6.0,4.0,5.0,2.0,5.0,2.0,2.0,0,16.0,0,1.0,5.0,7.0,3.0,9.0,0,0,14.0,0,9.0,36.0,29.0,76.0,37.0,55.0,23.0,32.0,4.0,6.0,25.0,16.0,31.0,0,17.0,29.0,48.0,4.0,6.0,0,26.0,13.0,0,1.0,0,4.0,3.0,12.0,1.0,2.0,0,0,4.0,23.0,8.0,0,1.0,13.0,5.0,17.0,4.0,13.0,2.0,1.0,0,1.0,4.0,1.0,11.0,0,0,0,27.0,68.0,78.0,9.0,90.0,127.0,46.0,71.0,37.0,50.0,39.0,171.0
gannbFbizVo,310 RAMECHHAP,3 Bagmati Province,3,310,10.0,10.0,19.0,9.0,5.0,11.0,13.0,9.0,10.0,11.0,5.0,8.0,1.0,4.0,7.0,1.0,4.0,3.0,7.0,7.0,4.0,1.0,1.0,2.0,2.0,0,1.0,2.0,1.0,1.0,0,0,0,2.0,7.0,14.0,13.0,1.0,9.0,8.0,2.0,8.0,11.0,6.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,13.0,8.0,2.0,6.0,5.0,3.0,0,1.0,2.0,0,3.0,2.0,0,0,3.0,1.0,1.0,1.0,5.0,0,0,0,0,0,0,1.0,0,1.0,0,0,2.0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,13.0,3.0,24.0,5.0,12.0,9.0,2.0,2.0,3.0,31.0
NSLL7YIXBJH,704 BAITADI,7 Sudurpashchim Province,7,704,0,2.0,0,1.0,2.0,3.0,0,5.0,3.0,0,2.0,0,0,0,0,0,1.0,3.0,0,2.0,0,8.0,0,0,0,0,1.0,0,0,0,0,0,2.0,4.0,0,1.0,2.0,1.0,1.0,4.0,0,6.0,3.0,15.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,2.0,4.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,2.0,0,0,3.0,0,2.0,4.0,2.0,3.0,2.0,34.0
